text,label,label_name,text_original,tokenized_text,sent_token_length,sent_bert_token_length,char_count,Character Count
"ernesto giraldo bien ahí mi cachorro , mejorando la raza 😼",2,Positive,"Ernesto Giraldo bien ahí mi cachorro , mejorando la raza 😼",ernesto giraldo bien ahí mi cachorro   mejorando la raza 😼,11,12,58,58
oe controla a tu tio aderly lucas loli salcedo  😂😂,0,Negative,Oe controla a tu tio Aderly Lucas Loli Salcedo  😂😂,oe controla a tu tio aderly lucas loli salcedo  😂😂,10,16,50,50
"querida yidda eslava la gente siempre va a hablar, así te pongas, lo que te pongas, sea  pantalón, vestido, falta o salgas calata... que hablen nomás!! igual van a ir a hacer su cola para ver la película, que de hecho debe estar buenísima!! los mejores éxitos chicos!! 🥰",2,Positive,"Querida Yidda Eslava la gente siempre va a hablar, así te pongas, lo que te pongas, sea  pantalón, vestido, falta o salgas calata... que hablen nomás!! Igual van a ir a hacer su cola para ver la película, que de hecho debe estar buenísima!! Los mejores éxitos chicos!! 🥰",querida yidda eslava la gente siempre va a hablar  así te pongas  lo que te pongas  sea  pantalón  vestido  falta o salgas calata    que hablen nomás   igual van a ir a hacer su cola para ver la película  que de hecho debe estar buenísima   los mejores éxitos chicos   🥰,49,61,270,270
"viva hablando huev**as, viva las letras del regueton y bad buny, viva los políticos inútiles que saquean el país. ahh pero no me pongan pataclaun por qué soy un vago que paro en redes buscando atención quejándome de todo. triste país con más del 80% que no sabe sobre ironías, sarcasmo y menos sobre practicar lectura. país de gente con 💩 en la cabeza (para los cristalitos llorones)",0,Negative,"Viva hablando huev**as, viva las letras del regueton y bad buny, viva los políticos inútiles que saquean el país. Ahh pero no me pongan pataclaun por qué soy un vago que paro en redes buscando atención quejándome de todo. Triste país con más del 80% que no sabe sobre ironías, sarcasmo y menos sobre practicar lectura. País de gente con 💩 en la cabeza (para los cristalitos llorones)",viva hablando huev  as  viva las letras del regueton y bad buny  viva los políticos inútiles que saquean el país  ahh pero no me pongan pataclaun por qué soy un vago que paro en redes buscando atención quejándome de todo  triste país con más del 80  que no sabe sobre ironías  sarcasmo y menos sobre practicar lectura  país de gente con 💩 en la cabeza  para los cristalitos llorones ,68,82,383,383
"🤦‍️dio... 🤦‍️mio... debera dmsi dan vergüenza... esos peruanos..  🤦‍️como se.. 🙄recela con hechos su farta de estudii verdadera..🤔porque? su mediocre educasion privada.. 🙄dolo duce masca con una, x 🤨oh dibujitos.. oh 😠puro perú no ebsela nada mas y de psicología como si la muheres no tiene conosimiento... de esa ciencia ..  😡por mo tener oh cinocer el autoestima...😡debera ellos necesita muchooo 😒desde hace muchooo años aunque?😒se civilizaron 😒desde 2015 cuandi llegaron... los venezolanos y venezuela 🙄en su pais.. porque? en esos años aunque? tenia celular y satélites...🤔no se razuraba ni la axila..😳 mi se cortava el cabello😱 las mujeres😩si... 😩 😳que,? y ellaaa😳son la que? tiene el poder osea usa más el cereblo 😱😩😳😡peeo no ..😠no cinoce el auto estima...😒sabe hoy dia es gracia ah los venezolanos 😒",0,Negative,"🤦‍♀️DIO.... 🤦‍♀️MIO... DEBERA DMSI DAN VERGÜENZA... ESOS PERUANOS..  🤦‍♀️COMO SE.. 🙄RECELA CON HECHOS SU FARTA DE ESTUDII VERDADERA..🤔PORQUE? SU MEDIOCRE EDUCASION PRIVADA.. 🙄DOLO DUCE MASCA CON UNA, X 🤨OH DIBUJITOS.. OH 😠PURO PERÚ NO EBSELA NADA MAS Y DE PSICOLOGÍA COMO SI LA MUHERES NO TIENE CONOSIMIENTO... DE ESA CIENCIA ..  😡POR MO TENER OH CINOCER EL AUTOESTIMA...😡DEBERA ELLOS NECESITA MUCHOOOO 😒DESDE HACE MUCHOOO AÑOS AUNQUE?😒SE CIVILIZARON 😒DESDE 2015 CUANDI LLEGARON... LOS VENEZOLANOS Y VENEZUELA 🙄EN SU PAIS.. PORQUE? EN ESOS AÑOS AUNQUE? TENIA CELULAR Y SATÉLITES...🤔NO SE RAZURABA NI LA AXILA..😳 MI SE CORTAVA EL CABELLO😱 LAS MUJERES😩SI... 😩 😳QUE,? Y ELLAAA😳SON LA QUE? TIENE EL PODER OSEA USA MÁS EL CEREBLO 😱😩😳😡PEEO NO ..😠NO CINOCE EL AUTO ESTIMA...😒SABE HOY DIA ES GRACIA AH LOS VENEZOLANOS 😒",🤦‍️dio    🤦‍️mio    debera dmsi dan vergüenza    esos peruanos    🤦‍️como se   🙄recela con hechos su farta de estudii verdadera  🤔porque  su mediocre educasion privada   🙄dolo duce masca con una  x 🤨oh dibujitos   oh 😠puro perú no ebsela nada mas y de psicología como si la muheres no tiene conosimiento    de esa ciencia     😡por mo tener oh cinocer el autoestima   😡debera ellos necesita muchooo 😒desde hace muchooo años aunque 😒se civilizaron 😒desde 2015 cuandi llegaron    los venezolanos y venezuela 🙄en su pais   porque  en esos años aunque  tenia celular y satélites   🤔no se razuraba ni la axila  😳 mi se cortava el cabello😱 las mujeres😩si    😩 😳que   y ellaaa😳son la que  tiene el poder osea usa más el cereblo 😱😩😳😡peeo no   😠no cinoce el auto estima   😒sabe hoy dia es gracia ah los venezolanos 😒,128,191,806,806
todos los presidentes que han pasado por palacio de gobierno tienen tremendo rabo de paja ya suelten a vizcarra o porque es un provinciano y los grandes empresarios no lo pueden aceptar 🙂,0,Negative,Todos los presidentes que han pasado por Palacio de gobierno tienen tremendo rabo de paja ya suelten a vizcarra o porque es un provinciano y los grandes empresarios no lo pueden aceptar 🙂,todos los presidentes que han pasado por palacio de gobierno tienen tremendo rabo de paja ya suelten a vizcarra o porque es un provinciano y los grandes empresarios no lo pueden aceptar 🙂,33,35,187,187
son como 2 gotas de agua uno es gota de lluvia y el otro gota de caño 😂🤣🤣😂,0,Negative,Son como 2 gotas de agua uno es gota de lluvia y el otro gota de caño 😂🤣🤣😂,son como 2 gotas de agua uno es gota de lluvia y el otro gota de caño 😂🤣🤣😂,18,18,74,74
en europa le van a dar vueltas a olenka como pollo a la brasa y le chuparan hasta el jugo 🥵🥑 x2,0,Negative,EN EUROPA LE VAN A DAR VUELTAS A OLENKA COMO POLLO A LA BRASA Y LE CHUPARAN HASTA EL JUGO 🥵🥑 X2,en europa le van a dar vueltas a olenka como pollo a la brasa y le chuparan hasta el jugo 🥵🥑 x2,22,26,95,95
"briguit rd lo que usabamos para pescar 🤣, etiqueta  al chino, a la flaca ,tu amigo, y tu otro amigo  que no nos presentamos jejeje xd , puede ser ir de pesca al norte para el 31 ah",1,Neutral,"Briguit RD lo que usabamos para pescar 🤣, etiqueta  al chino, a la flaca ,tu amigo, y tu otro amigo  que no nos presentamos jejeje XD , puede ser ir de pesca al norte para el 31 ah",briguit rd lo que usabamos para pescar 🤣  etiqueta  al chino  a la flaca  tu amigo  y tu otro amigo  que no nos presentamos jejeje xd   puede ser ir de pesca al norte para el 31 ah,38,45,180,180
pero habla y no grites en todos tus videos mostro 🤢👎,0,Negative,Pero habla y no grites en todos tus videos mostro 🤢👎,pero habla y no grites en todos tus videos mostro 🤢👎,11,13,52,52
"las misias pero viajeras deberían de conocer al chamo que nos hizo el tour x 25 soles nos hizo llorar, reír y hasta orinar del miedo 🤣  o me equivoco georgejavier quicano rayme ?",1,Neutral,"Las misias pero viajeras deberían de conocer al chamo que nos hizo el tour x 25 soles nos hizo llorar, reír y hasta orinar del miedo 🤣  o me equivoco Georgejavier Quicano Rayme ?",las misias pero viajeras deberían de conocer al chamo que nos hizo el tour x 25 soles nos hizo llorar  reír y hasta orinar del miedo 🤣  o me equivoco georgejavier quicano rayme  ,34,43,178,178
"no te dejes beto ortiz (oficial), a seguir adelante y darles taz taz en el poto a estos malcriados 😆",1,Neutral,"No te dejes Beto Ortiz (Oficial), a seguir adelante y darles taz taz en el poto a estos malcriados 😆",no te dejes beto ortiz  oficial   a seguir adelante y darles taz taz en el poto a estos malcriados 😆,20,27,100,100
"estupida payasa al igual que su flaco drogo, cagados los dos! si no estas enterada de nada mejor cierra la estupida boca!!! 😡😡😡",0,Negative,"Estupida Payasa al igual que su flaco Drogo, cagados los dos! Si no estas enterada de nada mejor cierra la estupida boca!!!! 😡😡😡",estupida payasa al igual que su flaco drogo  cagados los dos  si no estas enterada de nada mejor cierra la estupida boca    😡😡😡,23,29,127,127
mas tarde sale la tia que vende anticuchos de pescuezo.🤣 buenazooo.👍 saludos chino .👍,2,Positive,Mas tarde sale la tia que vende anticuchos de pescuezo.🤣 Buenazoooo.👍 Saludos Chino .👍,mas tarde sale la tia que vende anticuchos de pescuezo 🤣 buenazooo 👍 saludos chino  👍,14,20,85,85
"allison torres ""no me daba roche que me vean en la puerta "" 😂😂😂nica es toñitos 😂😂😂",0,Negative,Allison Torres “no me daba Roche que me vean en la puerta “ 😂😂😂nica es toñitos 😂😂😂😂,allison torres  no me daba roche que me vean en la puerta   😂😂😂nica es toñitos 😂😂😂,17,22,82,82
es de tu raza sr beto el sr richard swin 😁,0,Negative,Es de tu raza sr Beto el sr Richard Swin 😁,es de tu raza sr beto el sr richard swin 😁,11,12,42,42
🤔 como q está  asta sus cayguas  párese q no pasa nada...,0,Negative,🤔 como q está  asta sus cayguas  párese q no pasa nada...,🤔 como q está  asta sus cayguas  párese q no pasa nada   ,12,16,57,57
lindos como 100pre los kiero chicos arriba peru 🇵🇪🇵🇪 carajo que hoy ganamos,2,Positive,Lindos como 100pre los kiero chicos arriba peru 🇵🇪🇵🇪 carajo que hoy ganamos,lindos como 100pre los kiero chicos arriba peru 🇵🇪🇵🇪 carajo que hoy ganamos,13,14,75,75
"lindo tu también que ""ves""  esas maravillosas joyitas ❤️",0,Negative,"Lindo tu también que ""ves""  esas maravillosas joyitas ♥",lindo tu también que  ves   esas maravillosas joyitas ️,9,13,56,56
que cagada de justicia tenemos en este país 😡,0,Negative,Que cagada de justicia tenemos en este país 😡,que cagada de justicia tenemos en este país 😡,9,9,45,45
el otro cuto guadalupe 🤣🤣🤣 cachón.,0,Negative,El otro Cuto Guadalupe 🤣🤣🤣🤣 Cachón.,el otro cuto guadalupe 🤣🤣🤣 cachón ,6,8,34,34
bello... me lo prestas para mí matrimonio porfavooo😘😘😘,2,Positive,bello.... me lo prestas para mí matrimonio porfavooooo😘😘😘,bello    me lo prestas para mí matrimonio porfavooo😘😘😘,8,12,54,54
"ella no tiene la culpa de no saber bien las sircustancias en las que está pasando perú, ella trata de entender que es lo que pasa, no me parece justo que se disculpe por algo que ella no estaba informada o no sabía que decir ante ese momento. no te desanimes nosotros los mexicanos y mexicanas te a pollaremos 💕️🇲🇽🇲🇽🇲🇽",2,Positive,"Ella no tiene la culpa de no saber bien las sircustancias en las que está pasando Perú, ella trata de entender que es lo que pasa, no me parece justo que se disculpe por algo que ella no estaba informada o no sabía que decir ante ese momento. No te desanimes nosotros los Mexicanos y Mexicanas te a pollaremos 💕❤️🇲🇽🇲🇽🇲🇽",ella no tiene la culpa de no saber bien las sircustancias en las que está pasando perú  ella trata de entender que es lo que pasa  no me parece justo que se disculpe por algo que ella no estaba informada o no sabía que decir ante ese momento  no te desanimes nosotros los mexicanos y mexicanas te a pollaremos 💕️🇲🇽🇲🇽🇲🇽,60,67,318,318
"la carapulcra con sopa seca y arroz con pato, buenazooo, no hay nada mejor q la comida peruana🙌",2,Positive,"La carapulcra con sopa seca y arroz con pato, buenazooo, no hay nada mejor q la comida peruana🙌",la carapulcra con sopa seca y arroz con pato  buenazooo  no hay nada mejor q la comida peruana🙌,18,23,95,95
tmr era buen chico... qué! no se fue ¡otra vez tú acá! por qué no entiendes 🤦🏻‍️ anoche te eh soñao 🙈,1,Neutral,Tmr era buen chico... qué! No se fue ¡Otra vez tú acá! Por qué no entiendes 🤦🏻‍♂️ Anoche te eh soñao 🙈 ,tmr era buen chico    qué  no se fue ¡otra vez tú acá  por qué no entiendes 🤦🏻‍️ anoche te eh soñao 🙈,22,28,101,101
"llevo fuera del peru casi 13 años, aún no he regresado desde que salí en el 2006... yo siempre fiel a la comida peruana, cuando deje mi lima se comía bien con 3.50 soles (2.5 sin sopa), bien taypa como se dice... veo que ahora todo es vistoso y a la gente le gusta jugar a la comidita. he chequeado algunos precios en los menús online y a la firme que me quede sorprendido.  se ve bueno los platillos pero si me va a dejar más misio que el chavo del ocho en acapulco... creo que soy pasarella al final, uno es libre de consumir donde se le dé la gana... sólo mi opinión y ya veré cuando me toque visitar.  un saludo a mi barrio de barranco, la zona turística de garcia y garcia con pedro heraud 😆",2,Positive,"Llevo fuera del Peru casi 13 años, aún no he regresado desde que salí en el 2006... yo Siempre fiel a la comida peruana, cuando deje mi lima se comía bien con 3.50 soles (2.5 sin sopa), bien taypa como se dice... veo que ahora todo es vistoso y a la gente le gusta jugar a la comidita. He chequeado algunos precios en los menús online y a la firme que me quede sorprendido.  Se ve bueno los platillos pero si me va a dejar más misio que el chavo del ocho en Acapulco... creo que soy pasarella Al final, uno es libre de consumir donde se le dé la gana... sólo mi opinión y ya veré cuando me toque visitar.  Un saludo a mi barrio de Barranco, la zona turística de Garcia y Garcia con Pedro Heraud 😆",llevo fuera del peru casi 13 años  aún no he regresado desde que salí en el 2006    yo siempre fiel a la comida peruana  cuando deje mi lima se comía bien con 3 50 soles  2 5 sin sopa   bien taypa como se dice    veo que ahora todo es vistoso y a la gente le gusta jugar a la comidita  he chequeado algunos precios en los menús online y a la firme que me quede sorprendido   se ve bueno los platillos pero si me va a dejar más misio que el chavo del ocho en acapulco    creo que soy pasarella al final  uno es libre de consumir donde se le dé la gana    sólo mi opinión y ya veré cuando me toque visitar   un saludo a mi barrio de barranco  la zona turística de garcia y garcia con pedro heraud 😆,139,165,696,696
a lo cuto.. al once machooos😆,1,Neutral,A LO CUTO.. AL ONCE MACHOOOS😆,a lo cuto   al once machooos😆,6,8,29,29
este prensa la verdades ina basura solo sirben para calumiar..tiene qe aber leyes de sancion drasticas para estes buitres😠😠😠,0,Negative,Este prensa la verdades ina basura solo sirben para calumiar..tiene qe aber leyes de sancion drasticas para estes buitres😠😠😠,este prensa la verdades ina basura solo sirben para calumiar  tiene qe aber leyes de sancion drasticas para estes buitres😠😠😠,19,28,124,124
